petName,enemyId,templateId,earth,water,fire,wind,initNum,lvupPointSource,baseVital,baseStr,baseTough,baseDex,poisonResist,paralysisResist,sleepResist,stoneResist,drunkResist,confusionResist,critical,counter,lvMin,lvMax,hpMin,hpMax,attackMin,attackMax,defenseMin,defenseMax,agilityMin,agilityMax,skill1,skill2,skill3,skill4,skill5,skill6,skill7,limitLevel,imageId
呼拔拔,1181,72,0,0,60,40,24,4.5,22,24,19,27,0,0,0,0,0,0,0,3,51,52,344,483,61,95,51,85,56,88,1,2,-1,-1,-1,-1,-1,-1,100280
呼拔拔,1182,72,0,0,60,40,24,4.5,22,24,19,27,0,0,0,0,0,0,0,3,53,54,357,500,63,99,53,88,57,92,1,2,-1,-1,-1,-1,-1,-1,100280
呼拔拔,1183,72,0,0,60,40,24,4.5,22,24,19,27,0,0,0,0,0,0,0,3,55,56,369,517,65,102,55,91,60,95,1,2,-1,-1,-1,-1,-1,-1,100280
呼拔拔,1500,72,0,0,60,40,24,4.5,22,24,19,27,0,0,0,0,0,0,0,3,20,25,154,254,27,50,22,44,25,46,1,2,-1,-1,-1,-1,-1,-1,100280
呼拔拔,2116,72,0,0,60,40,24,4.5,22,24,19,27,0,0,0,0,0,0,0,3,6,10,67,127,12,25,10,22,11,23,1,2,-1,-1,-1,-1,-1,-1,100280
呼拔拔,2424,72,0,0,60,40,24,4.5,22,24,19,27,0,0,0,0,0,0,0,3,6,10,67,127,12,25,10,22,11,23,1,2,-1,-1,-1,-1,-1,-1,100280
呼波波,1584,750,0,80,20,0,26,4.5,31,27,23,28,0,0,0,0,0,0,1,1,1,1,51,66,8,12,7,11,6,10,1,2,-1,-1,-1,-1,-1,-1,100845
呼波波,1825,750,0,80,20,0,26,4.5,31,27,23,28,0,0,0,0,0,0,1,1,70,79,597,865,96,156,85,144,78,135,1,2,-1,-1,-1,-1,-1,-1,100845
呼鲁鲁,1585,751,0,0,30,70,24,4.5,25,28,23,31,0,0,0,0,0,0,1,1,1,1,42,56,7,11,6,10,6,10,1,2,-1,-1,-1,-1,-1,-1,100846
呼鲁鲁,1708,751,0,0,30,70,24,4.5,25,28,23,31,0,0,0,0,0,0,1,1,45,55,356,566,64,112,55,101,58,103,1,2,-1,-1,-1,-1,-1,-1,100846
呼萨瑞,2405,122,20,80,0,0,30,4.5,30,33,25,30,0,0,0,0,0,0,1,1,1,1,61,78,11,15,9,13,8,12,1,2,-1,-1,-1,-1,-1,-1,101724
华可洛,2128,1100,0,0,20,80,24,4.5,34,35,32,16,0,0,0,0,0,0,1,1,1,1,51,65,9,13,9,12,3,6,1,2,-1,-1,-1,-1,-1,-1,101544
华雷斯,2127,1099,30,70,0,0,24,4.5,37,31,35,14,0,0,0,0,0,0,1,1,1,1,53,67,8,12,9,13,2,6,1,2,-1,-1,-1,-1,-1,-1,101545
怀沃夫,2565,150,0,90,10,0,27,4.5,33,49,21,36,0,0,0,0,0,0,1,1,1,1,63,78,14,18,7,11,9,12,1,2,-1,-1,-1,-1,-1,-1,101875
火的守护兽,1375,695,0,0,100,0,26,4.5,20,34,13,18,0,0,0,0,0,0,5,0,50,50,313,441,80,112,38,70,35,66,1,2,-1,-1,-1,-1,-1,-1,100290
火鸡,190,291,0,0,30,70,17,4.5,19,18,10,33,0,0,0,0,0,0,3,1,1,1,22,32,3,5,2,4,5,7,1,-1,-1,-1,-1,-1,-1,-1,100367
火鸡,191,291,0,0,30,70,17,4.5,19,18,10,33,0,0,0,0,0,0,3,1,8,10,59,101,9,18,6,14,13,23,1,-1,-1,-1,-1,-1,-1,-1,100367
火鸡,192,291,0,0,30,70,17,4.5,19,18,10,33,0,0,0,0,0,0,3,1,10,12,70,116,10,21,7,16,16,27,1,-1,-1,-1,-1,-1,-1,-1,100367
火鸡,193,291,0,0,30,70,17,4.5,19,18,10,33,0,0,0,0,0,0,3,1,12,14,81,131,12,24,8,19,18,31,1,-1,-1,-1,-1,-1,-1,-1,100367
火鸡,346,291,0,0,30,70,17,4.5,19,18,10,33,0,0,0,0,0,0,3,1,1,1,22,32,3,5,2,4,5,7,1,-1,-1,-1,-1,-1,-1,-1,100367
火鸡,1061,291,0,0,30,70,17,4.5,19,18,10,33,0,0,0,0,0,0,3,1,36,38,208,315,32,57,20,45,48,74,1,-1,-1,-1,-1,-1,-1,-1,100367
火鸡,1084,291,0,0,30,70,17,4.5,19,18,10,33,0,0,0,0,0,0,3,1,23,30,139,254,21,46,14,37,32,59,1,-1,-1,-1,-1,-1,-1,-1,100367
火鸡,1427,291,0,0,30,70,17,4.5,19,18,10,33,0,0,0,0,0,0,3,1,25,30,150,254,23,46,15,37,35,59,1,-1,-1,-1,-1,-1,-1,-1,100367
火鸡,2185,291,0,0,30,70,17,4.5,19,18,10,33,0,0,0,0,0,0,3,1,101,110,554,865,85,158,55,126,129,203,1,-1,-1,-1,-1,-1,-1,-1,100367
霍尔克,348,293,30,0,0,70,18,4.5,21,20,14,40,0,0,0,0,0,0,3,1,1,1,27,38,4,6,3,5,6,9,1,-1,-1,-1,-1,-1,-1,-1,100369
霍尔克,402,293,30,0,0,70,18,4.5,21,20,14,40,0,0,0,0,0,0,3,1,1,1,27,38,4,6,3,5,6,9,1,-1,-1,-1,-1,-1,-1,-1,100369
霍尔克,403,293,30,0,0,70,18,4.5,21,20,14,40,0,0,0,0,0,0,3,1,10,13,83,139,12,25,9,21,20,34,1,-1,-1,-1,-1,-1,-1,-1,100369
霍尔克,404,293,30,0,0,70,18,4.5,21,20,14,40,0,0,0,0,0,0,3,1,12,15,95,156,14,28,11,24,23,38,1,-1,-1,-1,-1,-1,-1,-1,100369
霍尔克,405,293,30,0,0,70,18,4.5,21,20,14,40,0,0,0,0,0,0,3,1,14,16,107,165,16,29,12,25,26,40,1,-1,-1,-1,-1,-1,-1,-1,100369
霍尔克,1063,293,30,0,0,70,18,4.5,21,20,14,40,0,0,0,0,0,0,3,1,36,38,243,351,37,63,28,54,60,86,1,-1,-1,-1,-1,-1,-1,-1,100369
霍尔克,1432,293,30,0,0,70,18,4.5,21,20,14,40,0,0,0,0,0,0,3,1,25,30,175,284,26,50,20,43,43,69,1,-1,-1,-1,-1,-1,-1,-1,100369
霍尔克,1515,293,30,0,0,70,18,4.5,21,20,14,40,0,0,0,0,0,0,3,1,10,15,83,156,12,28,9,24,20,38,1,-1,-1,-1,-1,-1,-1,-1,100369
吉比,1804,910,20,0,0,80,23,4.5,24,24,23,37,0,0,0,0,0,0,1,1,1,1,40,53,6,9,6,9,8,11,1,2,210,-1,-1,-1,-1,-1,101178
吉姆拉,2606,1216,0,50,50,0,28,4.5,25,33,13,33,0,0,0,0,0,0,2,2,1,1,49,65,10,14,5,9,8,12,1,2,-1,-1,-1,-1,-1,-1,101929
加宝格恩,340,273,50,0,0,50,24,4.5,24,30,24,26,20,0,0,0,0,0,1,5,1,1,41,55,8,11,6,10,5,9,1,2,60,-1,-1,-1,-1,-1,100361
加宝格恩,1366,273,50,0,0,50,24,4.5,24,30,24,26,20,0,0,0,0,0,1,5,80,81,584,791,115,167,97,148,81,130,1,2,60,-1,-1,-1,-1,-1,100361
加宝格恩,1367,273,50,0,0,50,24,4.5,24,30,24,26,20,0,0,0,0,0,1,5,81,82,591,800,117,169,98,150,82,132,1,2,60,-1,-1,-1,-1,-1,100361
加宝格恩,1368,273,50,0,0,50,24,4.5,24,30,24,26,20,0,0,0,0,0,1,5,1,1,41,55,8,11,6,10,5,9,1,2,60,-1,-1,-1,-1,-1,100361
加宝格恩,1388,273,50,0,0,50,24,4.5,24,30,24,26,20,0,0,0,0,0,1,5,88,90,639,874,126,184,106,164,89,144,1,2,60,-1,-1,-1,-1,-1,100361
加比,25,22,50,0,0,50,20,4.5,21,22,18,28,20,0,0,0,0,0,0,1,1,1,29,41,5,7,4,7,5,8,1,60,-1,-1,-1,-1,-1,-1,100260
加比,457,22,50,0,0,50,20,4.5,21,22,18,28,20,0,0,0,0,0,0,1,1,1,29,41,5,7,4,7,5,8,1,60,-1,-1,-1,-1,-1,-1,100260
加比,458,22,50,0,0,50,20,4.5,21,22,18,28,20,0,0,0,0,0,0,1,28,30,189,280,32,54,27,49,33,54,1,60,-1,-1,-1,-1,-1,-1,100260
加比,1218,22,50,0,0,50,20,4.5,21,22,18,28,20,0,0,0,0,0,0,1,51,55,325,486,55,93,47,85,57,94,1,60,-1,-1,-1,-1,-1,-1,100260
加比,1222,22,50,0,0,50,20,4.5,21,22,18,28,20,0,0,0,0,0,0,1,53,57,337,502,57,97,49,88,59,97,1,60,-1,-1,-1,-1,-1,-1,100260
加比,1226,22,50,0,0,50,20,4.5,21,22,18,28,20,0,0,0,0,0,0,1,55,59,349,519,59,100,51,91,61,100,1,60,-1,-1,-1,-1,-1,-1,100260
加比,1460,22,50,0,0,50,20,4.5,21,22,18,28,20,0,0,0,0,0,0,1,95,105,586,898,100,173,85,157,102,174,1,60,-1,-1,-1,-1,-1,-1,100260
加比奥,26,23,0,0,0,100,18,4.5,22,22,18,28,0,0,0,0,0,0,0,1,1,1,27,37,4,7,3,6,4,7,1,2,-1,-1,-1,-1,-1,-1,100261
加比奥,1219,23,0,0,0,100,18,4.5,22,22,18,28,0,0,0,0,0,0,0,1,51,55,331,491,55,93,47,84,56,93,1,2,-1,-1,-1,-1,-1,-1,100261
加比奥,1223,23,0,0,0,100,18,4.5,22,22,18,28,0,0,0,0,0,0,0,1,53,57,343,508,57,96,49,87,58,96,1,2,-1,-1,-1,-1,-1,-1,100261
加比奥,1227,23,0,0,0,100,18,4.5,22,22,18,28,0,0,0,0,0,0,0,1,55,59,355,525,59,99,51,90,60,100,1,2,-1,-1,-1,-1,-1,-1,100261
加比奥,1230,23,0,0,0,100,18,4.5,22,22,18,28,0,0,0,0,0,0,0,1,1,1,27,37,4,7,3,6,4,7,1,2,-1,-1,-1,-1,-1,-1,100261
加比奥,1258,23,0,0,0,100,18,4.5,22,22,18,28,0,0,0,0,0,0,0,1,57,60,367,533,61,101,52,92,62,101,1,2,-1,-1,-1,-1,-1,-1,100261
加比奥,1259,23,0,0,0,100,18,4.5,22,22,18,28,0,0,0,0,0,0,0,1,59,62,380,550,63,104,54,95,65,104,1,2,-1,-1,-1,-1,-1,-1,100261
加比奥,1260,23,0,0,0,100,18,4.5,22,22,18,28,0,0,0,0,0,0,0,1,61,63,392,558,65,106,56,96,67,106,1,2,-1,-1,-1,-1,-1,-1,100261
加比奥,1461,23,0,0,0,100,18,4.5,22,22,18,28,0,0,0,0,0,0,0,1,95,105,598,911,100,173,85,157,102,173,1,2,-1,-1,-1,-1,-1,-1,100261
加格,321,223,0,100,0,0,23,4.5,30,27,13,16,0,0,0,0,0,0,5,0,1,1,39,52,6,10,4,7,3,6,1,50,-1,-1,-1,-1,-1,-1,100341
加格,446,223,0,100,0,0,23,4.5,30,27,13,16,0,0,0,0,0,0,5,0,1,1,39,52,6,10,4,7,3,6,1,50,-1,-1,-1,-1,-1,-1,100341
加格,447,223,0,100,0,0,23,4.5,30,27,13,16,0,0,0,0,0,0,5,0,18,22,156,246,27,47,15,34,12,29,1,50,-1,-1,-1,-1,-1,-1,100341
加格,1007,223,0,100,0,0,23,4.5,30,27,13,16,0,0,0,0,0,0,5,0,35,38,273,393,47,76,27,54,22,47,1,50,-1,-1,-1,-1,-1,-1,100341
加格,1343,223,0,100,0,0,23,4.5,30,27,13,16,0,0,0,0,0,0,5,0,62,63,459,623,80,120,46,86,37,75,1,50,-1,-1,-1,-1,-1,-1,100341
加格,1344,223,0,100,0,0,23,4.5,30,27,13,16,0,0,0,0,0,0,5,0,63,64,466,632,81,122,47,88,37,77,1,50,-1,-1,-1,-1,-1,-1,100341
加格,1345,223,0,100,0,0,23,4.5,30,27,13,16,0,0,0,0,0,0,5,0,64,65,473,641,82,124,48,89,38,78,1,50,-1,-1,-1,-1,-1,-1,100341
加格,1491,223,0,100,0,0,23,4.5,30,27,13,16,0,0,0,0,0,0,5,0,90,95,651,917,114,177,66,127,53,111,1,50,-1,-1,-1,-1,-1,-1,100341
加格,1510,223,0,100,0,0,23,4.5,30,27,13,16,0,0,0,0,0,0,5,0,10,15,101,181,17,35,10,25,8,22,1,50,-1,-1,-1,-1,-1,-1,100341
加格雷依,1566,733,0,60,40,0,21,4.5,29,27,22,25,0,0,0,0,0,0,1,1,1,1,39,51,6,9,5,8,4,7,1,2,-1,-1,-1,-1,-1,-1,100828
加古特,2023,1028,0,20,80,0,24,4.5,31,35,15,23,0,0,0,0,0,0,2,6,1,1,46,60,9,12,4,8,5,8,1,2,-1,-1,-1,-1,-1,-1,101483
加加,1564,731,60,40,0,0,21,4.5,27,25,25,26,0,0,0,0,0,0,1,1,1,1,37,49,6,9,6,9,5,7,1,2,-1,-1,-1,-1,-1,-1,100826
加加,1720,731,60,40,0,0,21,4.5,27,25,25,26,0,0,0,0,0,0,1,1,65,75,498,754,81,139,81,139,66,120,1,2,-1,-1,-1,-1,-1,-1,100826
加克拉,320,222,0,50,50,0,22,4.5,26,30,14,16,0,0,0,0,0,0,5,0,1,1,35,47,7,10,4,7,3,6,1,-1,-1,-1,-1,-1,-1,-1,100340
加克拉,442,222,0,50,50,0,22,4.5,26,30,14,16,0,0,0,0,0,0,5,0,1,1,35,47,7,10,4,7,3,6,1,-1,-1,-1,-1,-1,-1,-1,100340
加克拉,443,222,0,50,50,0,22,4.5,26,30,14,16,0,0,0,0,0,0,5,0,18,22,144,231,29,50,16,34,12,29,1,-1,-1,-1,-1,-1,-1,-1,100340
加克拉,1006,222,0,50,50,0,22,4.5,26,30,14,16,0,0,0,0,0,0,5,0,35,38,252,370,51,80,29,55,22,47,1,-1,-1,-1,-1,-1,-1,-1,100340
加克拉,1177,222,0,50,50,0,22,4.5,26,30,14,16,0,0,0,0,0,0,5,0,55,57,380,536,78,116,43,80,33,68,1,-1,-1,-1,-1,-1,-1,-1,100340
加克拉,1178,222,0,50,50,0,22,4.5,26,30,14,16,0,0,0,0,0,0,5,0,56,58,387,545,79,118,44,82,33,70,1,-1,-1,-1,-1,-1,-1,-1,100340
加克拉,1490,222,0,50,50,0,22,4.5,26,30,14,16,0,0,0,0,0,0,5,0,90,95,604,867,123,188,69,130,52,111,1,-1,-1,-1,-1,-1,-1,-1,100340
加克拉,1509,222,0,50,50,0,22,4.5,26,30,14,16,0,0,0,0,0,0,5,0,10,15,92,170,19,36,10,25,8,21,1,-1,-1,-1,-1,-1,-1,-1,100340
加雷,2022,1027,0,100,0,0,24,4.5,34,31,16,23,0,0,0,0,0,0,2,6,1,1,48,62,8,11,5,8,5,8,1,2,-1,-1,-1,-1,-1,-1,101482
加美,21,21,0,0,60,40,22,4.5,22,23,19,23,0,0,0,0,0,0,0,1,1,1,32,45,5,8,4,8,4,7,1,2,-1,-1,-1,-1,-1,-1,100259
加美,455,21,0,0,60,40,22,4.5,22,23,19,23,0,0,0,0,0,0,0,1,1,1,32,45,5,8,4,8,4,7,1,2,-1,-1,-1,-1,-1,-1,100259
加美,456,21,0,0,60,40,22,4.5,22,23,19,23,0,0,0,0,0,0,0,1,25,28,175,269,30,52,26,48,24,45,1,2,-1,-1,-1,-1,-1,-1,100259
加美,1201,21,0,0,60,40,22,4.5,22,23,19,23,0,0,0,0,0,0,0,1,59,60,378,534,66,105,57,95,53,90,1,2,-1,-1,-1,-1,-1,-1,100259
加美,1205,21,0,0,60,40,22,4.5,22,23,19,23,0,0,0,0,0,0,0,1,60,61,384,542,67,106,58,97,54,91,1,2,-1,-1,-1,-1,-1,-1,100259
加美,1208,21,0,0,60,40,22,4.5,22,23,19,23,0,0,0,0,0,0,0,1,61,62,390,550,68,108,59,98,55,93,1,2,-1,-1,-1,-1,-1,-1,100259
加美,1217,21,0,0,60,40,22,4.5,22,23,19,23,0,0,0,0,0,0,0,1,51,55,330,492,58,96,50,88,46,83,1,2,-1,-1,-1,-1,-1,-1,100259
加美,1221,21,0,0,60,40,22,4.5,22,23,19,23,0,0,0,0,0,0,0,1,53,57,342,509,60,100,52,91,48,86,1,2,-1,-1,-1,-1,-1,-1,100259
加美,1225,21,0,0,60,40,22,4.5,22,23,19,23,0,0,0,0,0,0,0,1,55,59,354,525,62,103,53,94,49,88,1,2,-1,-1,-1,-1,-1,-1,100259
加美,1459,21,0,0,60,40,22,4.5,22,23,19,23,0,0,0,0,0,0,0,1,95,105,593,906,104,178,90,162,83,153,1,2,-1,-1,-1,-1,-1,-1,100259
加美,1513,21,0,0,60,40,22,4.5,22,23,19,23,0,0,0,0,0,0,0,1,120,120,742,1030,130,202,112,185,104,174,1,2,-1,-1,-1,-1,-1,-1,100259
加斯,27,24,0,0,30,70,16,4.5,21,22,18,25,0,0,0,0,0,20,0,1,1,1,23,32,4,6,3,5,3,5,1,90,-1,-1,-1,-1,-1,-1,100262
加斯,1220,24,0,0,30,70,16,4.5,21,22,18,25,0,0,0,0,0,20,0,1,51,55,313,470,54,91,46,83,49,85,1,90,-1,-1,-1,-1,-1,-1,100262
加斯,1224,24,0,0,30,70,16,4.5,21,22,18,25,0,0,0,0,0,20,0,1,53,57,324,487,56,95,48,86,51,88,1,90,-1,-1,-1,-1,-1,-1,100262
加斯,1228,24,0,0,30,70,16,4.5,21,22,18,25,0,0,0,0,0,20,0,1,55,59,336,503,58,98,49,89,53,91,1,90,-1,-1,-1,-1,-1,-1,100262
加斯,1231,24,0,0,30,70,16,4.5,21,22,18,25,0,0,0,0,0,20,0,1,1,1,23,32,4,6,3,5,3,5,1,90,-1,-1,-1,-1,-1,-1,100262
加斯,1252,24,0,0,30,70,16,4.5,21,22,18,25,0,0,0,0,0,20,0,1,55,56,336,479,58,93,49,85,53,87,1,90,-1,-1,-1,-1,-1,-1,100262
加斯,1253,24,0,0,30,70,16,4.5,21,22,18,25,0,0,0,0,0,20,0,1,56,57,342,487,59,95,50,86,54,88,1,90,-1,-1,-1,-1,-1,-1,100262
加斯,1254,24,0,0,30,70,16,4.5,21,22,18,25,0,0,0,0,0,20,0,1,57,58,348,495,60,96,51,87,55,90,1,90,-1,-1,-1,-1,-1,-1,100262
加斯,1462,24,0,0,30,70,16,4.5,21,22,18,25,0,0,0,0,0,20,0,1,95,105,568,876,98,171,84,155,90,159,1,90,-1,-1,-1,-1,-1,-1,100262
加斯奥,1565,732,0,0,80,20,23,4.5,24,31,21,28,0,0,0,0,0,0,1,1,1,1,39,52,8,11,5,9,5,9,1,2,-1,-1,-1,-1,-1,-1,100827
加斯奥,1828,732,0,0,80,20,23,4.5,24,31,21,28,0,0,0,0,0,0,1,1,70,79,514,770,104,165,77,135,77,134,1,2,-1,-1,-1,-1,-1,-1,100827
加斯奥,1915,732,0,0,80,20,23,4.5,24,31,21,28,0,0,0,0,0,0,1,1,80,89,583,862,118,185,87,151,88,150,1,2,-1,-1,-1,-1,-1,-1,100827
加耶布斯,1614,781,0,0,0,100,17,4.5,29,22,27,19,0,0,0,0,0,0,1,1,1,1,30,40,4,6,5,7,2,5,1,2,-1,-1,-1,-1,-1,-1,100876
加耶布斯,2181,781,0,0,0,100,17,4.5,29,22,27,19,0,0,0,0,0,0,1,1,91,95,678,935,100,161,117,179,64,121,1,2,-1,-1,-1,-1,-1,-1,100876
讦谯龙,1912,962,50,50,0,0,24,4.5,24,30,24,26,20,0,0,0,0,0,1,5,79,79,577,772,114,163,96,145,80,127,1,2,60,-1,-1,-1,-1,79,101279
金布伊,14,12,0,0,30,70,25,4.5,31,20,32,12,0,0,0,0,0,0,10,10,1,1,46,60,6,9,8,12,2,6,1,2,3,40,-1,-1,-1,-1,100255
金格萨贝鲁,310,194,30,0,0,70,25,4.5,19,29,18,29,0,0,0,0,0,0,3,3,1,1,37,51,8,11,5,9,6,10,1,2,40,-1,-1,-1,-1,-1,100330
精灵弓箭手,21211,21211,0,0,0,100,36,4.5,27,46,19,48,30,30,30,30,30,30,7,3,1,1,78,99,18,23,9,14,16,21,1,2,1035,1034,1058,1070,1073,-1,130304
卡比特,62,111,0,0,70,30,18,4.5,14,19,19,27,0,0,0,0,0,0,2,0,1,1,21,31,3,6,3,6,4,7,1,2,-1,-1,-1,-1,-1,-1,100295
卡比特,257,111,0,0,70,30,18,4.5,14,19,19,27,0,0,0,0,0,0,2,0,1,1,21,31,3,6,3,6,4,7,1,2,-1,-1,-1,-1,-1,-1,100295
卡比特,258,111,0,0,70,30,18,4.5,14,19,19,27,0,0,0,0,0,0,2,0,15,20,86,164,16,33,16,33,18,36,1,2,-1,-1,-1,-1,-1,-1,100295
卡比特,1089,111,0,0,70,30,18,4.5,14,19,19,27,0,0,0,0,0,0,2,0,40,42,203,318,37,65,37,65,43,70,1,2,-1,-1,-1,-1,-1,-1,100295
卡比特,1191,111,0,0,70,30,18,4.5,14,19,19,27,0,0,0,0,0,0,2,0,56,57,278,423,51,87,51,87,59,94,1,2,-1,-1,-1,-1,-1,-1,100295
卡比特,1196,111,0,0,70,30,18,4.5,14,19,19,27,0,0,0,0,0,0,2,0,57,58,283,430,52,88,52,88,60,95,1,2,-1,-1,-1,-1,-1,-1,100295
卡比特,1199,111,0,0,70,30,18,4.5,14,19,19,27,0,0,0,0,0,0,2,0,58,59,287,437,53,90,53,90,61,97,1,2,-1,-1,-1,-1,-1,-1,100295
卡比特,1434,111,0,0,70,30,18,4.5,14,19,19,27,0,0,0,0,0,0,2,0,25,30,133,234,24,48,24,48,28,52,1,2,-1,-1,-1,-1,-1,-1,100295
卡伯,2081,1065,60,40,0,0,23,4.5,31,32,35,24,0,0,0,0,0,0,1,1,1,1,48,61,8,12,9,12,5,8,1,2,-1,-1,-1,-1,-1,-1,101563
卡伯,2148,1065,60,40,0,0,23,4.5,31,32,35,24,0,0,0,0,0,0,1,1,30,40,293,481,52,93,56,98,30,64,1,2,-1,-1,-1,-1,-1,-1,101563
卡布伊,17,15,100,0,0,0,23,4.5,30,28,14,20,0,0,0,0,0,0,2,0,1,1,40,54,7,10,4,7,4,7,1,3,-1,-1,-1,-1,-1,-1,100258
卡达鲁卡斯,50,81,100,0,0,0,22,4.5,25,23,40,6,0,0,0,0,0,0,1,0,1,1,36,49,6,9,9,12,0,3,1,2,-1,-1,-1,-1,-1,-1,100283
卡达鲁卡斯,505,81,100,0,0,0,22,4.5,25,23,40,6,0,0,0,0,0,0,1,0,1,1,36,49,6,9,9,12,0,3,1,2,-1,-1,-1,-1,-1,-1,100283
卡达鲁卡斯,506,81,100,0,0,0,22,4.5,25,23,40,6,0,0,0,0,0,0,1,0,10,11,95,138,16,26,24,35,2,11,1,2,-1,-1,-1,-1,-1,-1,100283
卡达鲁卡斯,507,81,100,0,0,0,22,4.5,25,23,40,6,0,0,0,0,0,0,1,0,11,13,102,156,17,29,26,40,2,12,1,2,-1,-1,-1,-1,-1,-1,100283
卡达鲁卡斯,508,81,100,0,0,0,22,4.5,25,23,40,6,0,0,0,0,0,0,1,0,14,15,122,173,20,32,31,44,2,14,1,2,-1,-1,-1,-1,-1,-1,100283
卡达鲁卡斯,1318,81,100,0,0,0,22,4.5,25,23,40,6,0,0,0,0,0,0,1,0,80,82,557,771,93,146,145,199,13,62,1,2,-1,-1,-1,-1,-1,-1,100283
卡达鲁卡斯,2696,1306,100,0,0,0,27,4.5,36,23,60,8,0,0,0,0,0,0,1,0,1,1,62,78,8,12,17,21,1,5,1,2,-1,-1,-1,-1,-1,-1,100283
卡恩法尔,1902,959,0,0,70,30,26,4.5,25,37,24,23,0,0,0,0,0,0,1,1,1,1,46,61,10,14,7,11,5,9,1,2,503,-1,-1,-1,-1,-1,101286
卡恩格登,1900,957,70,30,0,0,26,4.5,27,32,32,20,0,0,0,0,0,0,1,1,1,1,48,63,9,13,9,13,4,8,1,2,503,-1,-1,-1,-1,-1,101284
卡恩米兹,1901,958,0,70,30,0,26,4.5,30,31,25,23,0,0,0,0,0,0,1,1,1,1,50,65,9,13,7,11,5,9,1,2,503,-1,-1,-1,-1,-1,101285
卡恩修比,1903,960,30,0,0,70,26,4.5,25,33,23,29,0,0,0,0,0,0,1,1,1,1,47,62,9,13,7,11,7,10,1,2,503,-1,-1,-1,-1,-1,101287
卡芙丽,2667,1277,10,0,0,90,40,4.5,22,44,19,40,0,0,0,0,0,0,3,3,1,1,74,98,19,25,10,16,15,20,1,2,650,-1,-1,-1,-1,-1,101885
卡卡金宝,325,234,0,20,80,0,26,4.5,30,33,30,12,0,0,0,0,0,20,5,0,1,1,49,64,9,13,9,12,2,6,1,2,90,-1,-1,-1,-1,-1,100346
卡卡金宝,1682,234,0,20,80,0,26,4.5,30,33,30,12,0,0,0,0,0,20,5,0,1,1,49,64,9,13,9,12,2,6,1,2,90,-1,-1,-1,-1,-1,100346
卡卡金宝,1683,234,0,20,80,0,26,4.5,30,33,30,12,0,0,0,0,0,20,5,0,38,42,332,473,65,98,60,93,17,45,1,2,90,-1,-1,-1,-1,-1,100346
卡卡金宝,2698,1308,0,20,80,0,27,4.5,27,39,26,27,0,0,0,0,0,0,5,0,1,1,52,68,11,15,8,12,6,10,1,2,-1,-1,-1,-1,-1,-1,100346
卡卡力,2601,1211,0,0,80,20,30,4.5,27,46,6,35,0,0,0,0,0,0,5,2,1,1,57,74,14,19,3,8,9,14,1,2,-1,-1,-1,-1,-1,-1,101924
卡卡特,1594,761,20,80,0,0,21,4.5,21,21,20,26,0,0,0,0,0,0,1,1,1,1,30,43,5,8,4,7,5,7,1,2,-1,-1,-1,-1,-1,-1,100856
卡卡特,1878,761,20,80,0,0,21,4.5,21,21,20,26,0,0,0,0,0,0,1,1,90,99,554,846,91,160,88,156,90,156,1,2,-1,-1,-1,-1,-1,-1,100856
卡克戴蒙,2642,1252,0,10,90,0,33,4.5,35,52,20,38,10,10,10,10,10,10,4,1,1,1,81,100,18,23,9,14,11,16,1,2,-1,-1,-1,-1,-1,-1,101998
卡克戴蒙,2711,1321,0,10,90,0,33,4.5,35,52,20,38,10,10,10,10,10,10,4,1,1,1,81,100,18,23,9,14,11,16,1,2,-1,-1,-1,-1,-1,-1,101998
卡克尔,303,181,30,70,0,0,18,4.5,20,21,21,24,0,0,0,0,0,0,0,1,1,1,25,36,4,6,4,6,3,6,1,2,-1,-1,-1,-1,-1,-1,100323
卡克尔,406,181,30,70,0,0,18,4.5,20,21,21,24,0,0,0,0,0,0,0,1,1,1,25,36,4,6,4,6,3,6,1,2,-1,-1,-1,-1,-1,-1,100323
卡克尔,407,181,30,70,0,0,18,4.5,20,21,21,24,0,0,0,0,0,0,0,1,12,15,88,148,15,28,15,28,13,26,1,2,-1,-1,-1,-1,-1,-1,100323
卡克尔,408,181,30,70,0,0,18,4.5,20,21,21,24,0,0,0,0,0,0,0,1,14,17,99,164,17,31,17,31,15,29,1,2,-1,-1,-1,-1,-1,-1,100323
卡克尔,409,181,30,70,0,0,18,4.5,20,21,21,24,0,0,0,0,0,0,0,1,16,18,110,172,18,33,18,33,17,30,1,2,-1,-1,-1,-1,-1,-1,100323
卡克尔,1039,181,30,70,0,0,18,4.5,20,21,21,24,0,0,0,0,0,0,0,1,50,53,303,452,52,87,52,87,47,81,1,2,-1,-1,-1,-1,-1,-1,100323
卡克尔,1040,181,30,70,0,0,18,4.5,20,21,21,24,0,0,0,0,0,0,0,1,53,55,320,467,54,90,54,90,49,84,1,2,-1,-1,-1,-1,-1,-1,100323
卡克尔,1337,181,30,70,0,0,18,4.5,20,21,21,24,0,0,0,0,0,0,0,1,59,60,355,508,60,98,60,98,55,91,1,2,-1,-1,-1,-1,-1,-1,100323
卡克尔,1338,181,30,70,0,0,18,4.5,20,21,21,24,0,0,0,0,0,0,0,1,60,61,360,516,61,100,61,100,55,92,1,2,-1,-1,-1,-1,-1,-1,100323
